road,id,model_type,name,lat,lon,length
N1,1000000,source,source,23.7060278,90.443333,0.0
N1,1000001,link,link 1,23.7060278,90.443333,814.0
N1,1000002,link,link 2,23.7029167,90.4504167,8.000000000000007
N1,1000003,link,link 3,23.7027778,90.4504722,178.00000000000006
N1,1000004,link,link 4,23.7021389,90.4519722,1000.0
N1,1000005,link,link 5,23.6978886,90.4605833,129.9999999999999
N1,1000006,link,link 6,23.6973608,90.4616667,870.0000000000001
N1,1000007,link,link 7,23.693833,90.4691382,1000.0
N1,1000008,link,link 8,23.6936108,90.4787771,174.99999999999983
N1,1000009,link,link 9,23.6938052,90.4805271,825.0000000000002
N1,1000010,link,link 10,23.6947497,90.4884997,1000.0
N1,1000011,link,link 11,23.6959163,90.4981941,1000.0
N1,1000012,link,link 12,23.697333,90.50775,181.00000000000006
N1,1000013,link,link 13,23.6979163,90.5092778,819.0
N1,1000014,link,link 14,23.7020556,90.5157222,10.999999999999233
N1,1000015,bridge,bridge 1,23.7021111,90.5157778,418.000000000001
N1,1000016,bridge,bridge 2,23.7045833,90.5188327,73.99999999999984
N1,1000017,link,link 15,23.7050278,90.5193327,259.9999999999998
N1,1000018,link,link 16,23.7060833,90.5215271,740.0000000000002
N1,1000019,link,link 17,23.7025278,90.5273882,112.0000000000001
N1,1000020,link,link 18,23.7015278,90.5281938,347.999999999999
N1,1000021,link,link 19,23.6998608,90.5307216,414.0000000000015
N1,1000022,link,link 20,23.6974163,90.5337774,125.99999999999945
N1,1000023,link,link 21,23.6966386,90.5348052,381.99999999999966
N1,1000024,link,link 22,23.6943608,90.5376108,428.0000000000008
N1,1000025,link,link 23,23.6922774,90.5410552,183.99999999999926
N1,1000026,link,link 24,23.6918052,90.5426108,247.99999999999932
N1,1000027,bridge,bridge 3,23.6911108,90.5448886,26.000000000001577
N1,1000028,bridge,bridge 4,23.6910552,90.5451386,164.99999999999915
N1,1000029,link,link 25,23.6904163,90.546583,587.9999999999992
N1,1000030,link,link 26,23.6865274,90.5504167,148.00000000000148
N1,1000031,link,link 27,23.6854997,90.5512778,851.9999999999985
N1,1000032,link,link 28,23.678166,90.5556111,1000.0
N1,1000033,link,link 29,23.670916,90.5597778,39.00000000000148
N1,1000034,link,link 30,23.6705827,90.5599722,960.9999999999985
N1,1000035,link,link 31,23.6628333,90.5641111,411.00000000000136
N1,1000036,link,link 32,23.6604167,90.5671104,307.0000000000004
N1,1000037,bridge,bridge 5,23.6591111,90.5697216,160.00000000000014
N1,1000038,bridge,bridge 6,23.6583056,90.5709993,121.99999999999989
N1,1000039,link,link 33,23.6575,90.5719716,306.99999999999864
N1,1000040,bridge,bridge 7,23.6559722,90.5743327,21.000000000000796
N1,1000041,bridge,bridge 8,23.6559167,90.5745271,352.00000000000034
N1,1000042,bridge,bridge 9,23.6540556,90.5772771,30.000000000001137
N1,1000043,bridge,bridge 10,23.6539167,90.5774993,289.99999999999915
N1,1000044,link,link 34,23.6525278,90.5798882,338.99999999999864
N1,1000045,bridge,bridge 11,23.6508889,90.5826382,41.00000000000037
N1,1000046,bridge,bridge 12,23.6506944,90.5829993,620.000000000001
N1,1000047,link,link 35,23.6476108,90.588083,353.9999999999992
N1,1000048,link,link 36,23.6449441,90.5899163,643.0000000000007
N1,1000049,link,link 37,23.6397497,90.5926941,3.0000000000001137
N1,1000050,link,link 38,23.6396941,90.5927219,519.9999999999995
N1,1000051,link,link 39,23.6358608,90.5948052,297.9999999999983
N1,1000052,bridge,bridge 13,23.6341108,90.5970274,100.00000000000142
N1,1000053,bridge,bridge 14,23.6335552,90.5976941,82.00000000000074
N1,1000054,link,link 40,23.6330549,90.5982774,974.9999999999978
N1,1000055,link,link 41,23.6262771,90.6042222,130.00000000000256
N1,1000056,link,link 42,23.6252216,90.6049722,135.99999999999923
N1,1000057,bridge,bridge 15,23.6242216,90.6055278,227.99999999999798
N1,1000058,bridge,bridge 16,23.6224993,90.6066944,259.00000000000034
N1,1000059,bridge,bridge 17,23.6204716,90.6079722,121.99999999999989
N1,1000060,bridge,bridge 18,23.6195271,90.6085833,255.00000000000256
N1,1000061,link,link 43,23.6173604,90.6096944,934.9999999999987
N1,1000062,bridge,bridge 19,23.6095556,90.6121944,65.00000000000128
N1,1000063,link,link 44,23.609,90.6124722,873.9999999999987
N1,1000064,bridge,bridge 20,23.6018611,90.6159722,126.00000000000122
N1,1000065,link,link 45,23.6009444,90.6165556,1000.0
N1,1000066,link,link 46,23.5959997,90.624666,9.99999999999801
N1,1000067,link,link 47,23.5959441,90.6246938,673.9999999999995
N1,1000068,link,link 48,23.5917497,90.6293327,316.0000000000025
N1,1000069,link,link 49,23.5896108,90.6313882,873.9999999999987
N1,1000070,bridge,bridge 21,23.5837497,90.6369441,126.00000000000122
N1,1000071,link,link 50,23.5828327,90.6378886,38.999999999997925
N1,1000072,bridge,bridge 22,23.5825827,90.6381386,656.0000000000024
N1,1000073,bridge,bridge 23,23.577916,90.6419719,38.999999999997925
N1,1000074,bridge,bridge 24,23.5776104,90.6421108,396.0000000000008
N1,1000075,link,link 51,23.5745271,90.6436941,307.99999999999983
N1,1000076,bridge,bridge 25,23.572166,90.6451108,45.999999999999375
N1,1000077,bridge,bridge 26,23.5718327,90.6453052,646.0000000000008
N1,1000078,link,link 52,23.5666111,90.6481663,367.9999999999985
N1,1000079,bridge,bridge 27,23.5639167,90.6501944,38.000000000000256
N1,1000080,bridge,bridge 28,23.5636944,90.6504722,532.0
N1,1000081,bridge,bridge 29,23.5604167,90.6542222,38.000000000000256
N1,1000082,bridge,bridge 30,23.5602222,90.6545,39.00000000000148
N1,1000083,link,link 53,23.5599722,90.6548056,161.99999999999903
N1,1000084,link,link 54,23.5590278,90.6559444,411.99999999999903
N1,1000085,bridge,bridge 31,23.5564444,90.6588611,40.0000000000027
N1,1000086,bridge,bridge 32,23.5562222,90.6591389,394.99999999999955
N1,1000087,link,link 55,23.5538056,90.6619722,241.99999999999733
N1,1000088,link,link 56,23.5523333,90.6636667,582.0000000000007
N1,1000089,link,link 57,23.5487497,90.6678327,224.00000000000375
N1,1000090,bridge,bridge 33,23.5474163,90.6694438,76.99999999999818
N1,1000091,bridge,bridge 34,23.5469441,90.6699993,442.99999999999784
N1,1000092,link,link 58,23.5442219,90.6731104,256.0000000000002
N1,1000093,link,link 59,23.542583,90.6749438,1000.0
N1,1000094,link,link 60,23.5362497,90.681916,33.99999999999892
N1,1000095,bridge,bridge 35,23.536083,90.6821382,39.99999999999915
N1,1000096,bridge,bridge 36,23.5358608,90.6823604,275.0000000000057
N1,1000097,link,link 61,23.5341386,90.6843052,650.9999999999962
N1,1000098,link,link 62,23.5301938,90.688833,664.0000000000015
N1,1000099,bridge,bridge 37,23.529916,90.6952219,335.9999999999985
N1,1000100,link,link 63,23.5301382,90.6984997,1000.0
N1,1000101,link,link 64,23.5307493,90.7082778,78.00000000000296
N1,1000102,bridge,bridge 38,23.5307771,90.7090278,354.9999999999969
N1,1000103,link,link 65,23.5313882,90.7153611,426.00000000000193
N1,1000104,link,link 66,23.5314716,90.7172216,76.99999999999818
N1,1000105,bridge,bridge 39,23.5315271,90.7173604,17.000000000003013
N1,1000106,bridge,bridge 40,23.5315827,90.7176104,46.999999999997044
N1,1000107,link,link 67,23.5317216,90.7180271,512.9999999999982
N1,1000108,link,link 68,23.5322346,90.7226298386,487.0000000000019
N1,1000109,link,link 69,23.5327216,90.7269993,1000.0
N1,1000110,link,link 70,23.528916,90.7356108,654.0000000000034
N1,1000111,link,link 71,23.5289993,90.7419441,966.9999999999987
N1,1000112,bridge,bridge 41,23.5293882,90.7514167,16.999999999995907
N1,1000113,bridge,bridge 42,23.5293882,90.7515833,24.00000000000091
N1,1000114,link,link 72,23.529416,90.75175,1000.0
N1,1000115,link,link 73,23.5299993,90.7615,1000.0
N1,1000116,link,link 74,23.5304438,90.7713049,185.00000000000227
N1,1000117,link,link 75,23.5304993,90.7731104,814.9999999999977
N1,1000118,link,link 76,23.5308049,90.7811104,53.00000000000438
N1,1000119,link,link 77,23.5307493,90.7816104,65.9999999999954
N1,1000120,link,link 78,23.530666,90.7821938,773.0000000000032
N1,1000121,link,link 79,23.5312216,90.7895552,107.99999999999699
N1,1000122,link,link 80,23.531166,90.7907219,954.9999999999983
N1,1000123,link,link 81,23.5306938,90.7924441,45.000000000001705
N1,1000124,link,link 82,23.5308604,90.8002222,402.9999999999987
N1,1000125,bridge,bridge 43,23.5308882,90.8041389,20.000000000003126
N1,1000126,bridge,bridge 44,23.530916,90.8043611,576.9999999999982
N1,1000127,link,link 83,23.5316382,90.8099167,1000.0
N1,1000128,link,link 84,23.5332493,90.8194716,594.0000000000011
N1,1000129,bridge,bridge 45,23.5346663,90.8249716,15.999999999998238
N1,1000130,bridge,bridge 46,23.5347219,90.8251104,390.00000000000057
N1,1000131,link,link 85,23.5344997,90.8287216,1000.0
N1,1000132,link,link 86,23.5292216,90.8365274,367.00000000000443
N1,1000133,link,link 87,23.5270549,90.8391386,632.9999999999956
N1,1000134,link,link 88,23.523166,90.8438886,1000.0
N1,1000135,link,link 89,23.5174993,90.8513889,1000.0
N1,1000136,link,link 90,23.5170827,90.8607778,1000.0
N1,1000137,link,link 91,23.5135833,90.8697771,64.00000000000006
N1,1000138,bridge,bridge 47,23.5133056,90.8703049,42.00000000000159
N1,1000139,bridge,bridge 48,23.5131111,90.8706382,101.99999999999676
N1,1000140,link,link 92,23.5126667,90.871416,792.0000000000016
N1,1000141,link,link 93,23.5088056,90.8778604,1000.0
N1,1000142,link,link 94,23.506,90.8869163,922.0000000000041
N1,1000143,link,link 95,23.5056111,90.8958886,77.99999999999585
N1,1000144,link,link 96,23.5056389,90.8966108,1000.0
N1,1000145,link,link 97,23.5062778,90.9063889,911.0000000000014
N1,1000146,link,link 98,23.50575,90.91525,88.99999999999864
N1,1000147,link,link 99,23.5057222,90.9160278,1000.0
N1,1000148,link,link 100,23.5055278,90.9257216,1000.0
N1,1000149,link,link 101,23.5042778,90.9354163,9.000000000000341
N1,1000150,link,link 102,23.5043333,90.9354719,264.0000000000029
N1,1000151,link,link 103,23.5038611,90.9371386,351.99999999999676
N1,1000152,link,link 104,23.5028611,90.9412774,375.0
N1,1000153,link,link 105,23.5020278,90.9448886,1000.000000000007
N1,1000154,link,link 106,23.4995274,90.9541667,1000.0
N1,1000155,link,link 107,23.4986386,90.9651111,274.0000000000009
N1,1000156,link,link 108,23.4980552,90.9660278,182.99999999999272
N1,1000157,link,link 109,23.4972774,90.9674716,1000.0
N1,1000158,link,link 110,23.4942219,90.9765549,694.0000000000026
N1,1000159,link,link 111,23.4951386,90.9829993,305.9999999999974
N1,1000160,link,link 112,23.4942497,90.985833,1000.0
N1,1000161,link,link 113,23.4911386,90.9950274,890.0000000000006
N1,1000162,link,link 114,23.4894441,91.0033056,22.00000000000557
N1,1000163,link,link 115,23.4893886,91.0034722,70.99999999999795
N1,1000164,link,link 116,23.4896108,91.0043056,733.9999999999947
N1,1000165,link,link 117,23.4893052,91.0112778,84.00000000000318
N1,1000166,bridge,bridge 49,23.4890552,91.0120278,30.000000000001137
N1,1000167,bridge,bridge 50,23.4889441,91.01225,197.9999999999933
N1,1000168,link,link 118,23.488333,91.0140833,1020.0000000000102
N1,1000169,link,link 119,23.4846386,91.0229438,1000.0
N1,1000170,link,link 120,23.4827771,91.0321382,912.9999999999967
N1,1000171,link,link 121,23.481166,91.0404441,140.99999999999113
N1,1000172,link,link 122,23.4814716,91.0419719,871.0000000000093
N1,1000173,link,link 123,23.4820827,91.0504167,128.99999999999068
N1,1000174,link,link 124,23.4821382,91.0516944,760.0000000000051
N1,1000175,link,link 125,23.4815271,91.0590278,239.99999999999488
N1,1000176,link,link 126,23.4815549,91.0613611,1000.0
N1,1000177,link,link 127,23.4801104,91.0706382,944.0000000000026
N1,1000178,link,link 128,23.4770827,91.0789993,55.999999999997385
N1,1000179,link,link 129,23.4770271,91.0794716,1000.0
N1,1000180,link,link 130,23.4781938,91.0889997,1000.0
N1,1000181,link,link 131,23.4775549,91.0986663,513.0000000000052
N1,1000182,link,link 132,23.4778604,91.1036111,486.99999999999477
N1,1000183,link,link 133,23.4779993,91.1055278,972.0000000000084
N1,1000184,link,link 134,23.4789438,91.1177216,27.999999999991587
N1,1000185,link,link 135,23.4789716,91.1179993,17.000000000010118
N1,1000186,link,link 136,23.4789716,91.118166,546.999999999997
N1,1000187,link,link 137,23.4793327,91.1234716,435.99999999999284
N1,1000188,link,link 138,23.4800827,91.1276382,1000.0
N1,1000189,link,link 139,23.4767216,91.1364441,1000.0
N1,1000190,link,link 140,23.4682216,91.1394441,1000.0
N1,1000191,link,link 141,23.4595833,91.1421386,68.00000000001205
N1,1000192,link,link 142,23.459,91.142333,931.999999999988
N1,1000193,link,link 143,23.4513056,91.1460552,303.0000000000115
N1,1000194,bridge,bridge 51,23.448833,91.1471386,24.00000000000091
N1,1000195,bridge,bridge 52,23.4486386,91.1472497,209.99999999999375
N1,1000196,link,link 144,23.4469441,91.1481386,462.99999999999386
N1,1000197,link,link 145,23.4425274,91.1497774,684.0000000000117
N1,1000198,link,link 146,23.4373886,91.1521944,1000.0
N1,1000199,link,link 147,23.4288882,91.1553889,979.9999999999898
N1,1000200,link,link 148,23.4236938,91.1626944,28.000000000005798
N1,1000201,bridge,bridge 53,23.4235827,91.1629722,37.00000000000614
N1,1000202,bridge,bridge 54,23.423416,91.1632778,507.99999999999557
N1,1000203,link,link 149,23.4213604,91.167666,426.9999999999925
N1,1000204,link,link 150,23.4195271,91.171416,90.00000000000341
N1,1000205,link,link 151,23.4191382,91.1721938,537.9999999999967
N1,1000206,link,link 152,23.4149444,91.1801382,511.0000000000099
N1,1000207,bridge,bridge 55,23.4131111,91.1846663,27.999999999991587
N1,1000208,bridge,bridge 56,23.4130556,91.1849163,460.9999999999985
N1,1000209,link,link 153,23.4125,91.1893886,1008.0000000000098
N1,1000210,link,link 154,23.4113056,91.1988886,1027.000000000001
N1,1000211,link,link 155,23.4100833,91.2087778,36.99999999999193
N1,1000212,link,link 156,23.4100278,91.2090833,980.000000000004
N1,1000213,link,link 157,23.4048056,91.2165278,171.99999999999704
N1,1000214,bridge,bridge 57,23.40375,91.2176382,28.999999999996362
N1,1000215,bridge,bridge 58,23.4035556,91.2178049,799.0000000000066
N1,1000216,link,link 158,23.398213447804338,91.22288776581436,1000.0
N1,1000217,link,link 159,23.3915274,91.2292493,10.000000000005116
N1,1000218,link,link 160,23.3914441,91.2293049,891.9999999999959
N1,1000219,link,link 161,23.385083,91.2345552,15.000000000000568
N1,1000220,link,link 162,23.3849719,91.2346108,82.99999999999841
N1,1000221,link,link 163,23.3843886,91.2351108,897.9999999999961
N1,1000222,bridge,bridge 59,23.3779716,91.2403608,30.000000000001137
N1,1000223,bridge,bridge 60,23.3777493,91.2405274,72.00000000000273
N1,1000224,link,link 164,23.377166,91.2409163,1000.0
N1,1000225,link,link 165,23.3695827,91.2462774,170.99999999999227
N1,1000226,link,link 166,23.3683327,91.2471108,904.0000000000106
N1,1000227,link,link 167,23.3615278,91.2515556,365.99999999999966
N1,1000228,bridge,bridge 61,23.3586389,91.25325,24.00000000000091
N1,1000229,bridge,bridge 62,23.3584444,91.2533333,609.9999999999994
N1,1000230,link,link 168,23.3536944,91.2561389,686.9999999999976
N1,1000231,link,link 169,23.3486386,91.2599444,313.0000000000024
N1,1000232,link,link 170,23.3463608,91.2616944,1000.0
N1,1000233,link,link 171,23.3390552,91.2672216,443.9999999999884
N1,1000234,bridge,bridge 63,23.3360274,91.2700549,44.00000000001114
N1,1000235,bridge,bridge 64,23.3357219,91.2703049,143.00000000000068
N1,1000236,link,link 172,23.3347219,91.271166,368.9999999999998
N1,1000237,link,link 173,23.3321938,91.2734716,1000.0
N1,1000238,link,link 174,23.3246382,91.278666,72.99999999999329
N1,1000239,bridge,bridge 65,23.324166,91.2791104,10.000000000005116
N1,1000240,bridge,bridge 66,23.3240827,91.279166,917.0000000000016
N1,1000241,link,link 175,23.3171382,91.2836941,269.999999999996
N1,1000242,bridge,bridge 67,23.3149444,91.2844719,19.000000000005457
N1,1000243,bridge,bridge 68,23.31475,91.2845552,597.999999999999
N1,1000244,link,link 176,23.3096389,91.2861386,112.99999999999955
N1,1000245,link,link 177,23.3086944,91.2864163,546.999999999997
N1,1000246,link,link 178,23.30425,91.288583,453.00000000000296
N1,1000247,link,link 179,23.3006111,91.290333,518.9999999999912
N1,1000248,bridge,bridge 69,23.296083,91.2914997,14.000000000010004
N1,1000249,bridge,bridge 70,23.2959719,91.2915274,466.99999999999875
N1,1000250,link,link 180,23.2919163,91.2922219,501.99999999999534
N1,1000251,link,link 181,23.2876663,91.2936386,498.00000000000466
N1,1000252,link,link 182,23.283583,91.2952219,774.0000000000009
N1,1000253,link,link 183,23.2787216,91.3002778,225.9999999999991
N1,1000254,link,link 184,23.2768882,91.3011944,1000.0
N1,1000255,link,link 185,23.2686382,91.3049722,115.99999999999966
N1,1000256,link,link 186,23.2677493,91.3054722,277.000000000001
N1,1000257,link,link 187,23.2654444,91.3064444,202.99999999998875
N1,1000258,link,link 188,23.2636667,91.30675,404.0000000000106
N1,1000259,link,link 189,23.2601111,91.3072778,155.9999999999917
N1,1000260,link,link 190,23.2587222,91.3074444,844.0000000000083
N1,1000261,link,link 191,23.2511944,91.3086389,173.99999999999238
N1,1000262,link,link 192,23.249833,91.3091944,186.00000000000705
N1,1000263,bridge,bridge 71,23.248333,91.3098056,22.999999999996135
N1,1000264,bridge,bridge 72,23.2481663,91.3098889,346.9999999999942
N1,1000265,link,link 193,23.2452774,91.3110556,270.00000000001023
N1,1000266,link,link 194,23.243083,91.3119167,162.9999999999967
N1,1000267,link,link 195,23.2416941,91.3123611,816.9999999999931
N1,1000268,link,link 196,23.2344997,91.3131667,20.000000000010232
N1,1000269,link,link 197,23.2343052,91.3131667,314.9999999999977
N1,1000270,link,link 198,23.2314993,91.3132222,447.9999999999933
N1,1000271,link,link 199,23.2275549,91.3135278,237.00000000000898
N1,1000272,link,link 200,23.2253882,91.3135833,449.99999999998863
N1,1000273,link,link 201,23.221416,91.3137222,328.00000000000296
N1,1000274,link,link 202,23.2184993,91.3143889,222.0000000000084
N1,1000275,link,link 203,23.2165556,91.3149167,717.9999999999893
N1,1000276,link,link 204,23.2103056,91.3157222,282.0000000000107
N1,1000277,link,link 205,23.2078889,91.3159722,771.0000000000008
N1,1000278,link,link 206,23.201,91.3168049,228.9999999999992
N1,1000279,link,link 207,23.1990274,91.3170549,864.9999999999949
N1,1000280,link,link 208,23.1921108,91.3185549,135.00000000000512
N1,1000281,link,link 209,23.1909997,91.3192493,522.9999999999961
N1,1000282,bridge,bridge 73,23.1866941,91.3212493,12.000000000000455
N1,1000283,bridge,bridge 74,23.1866108,91.3212771,465.0000000000034
N1,1000284,link,link 210,23.1826382,91.3210827,613.9999999999901
N1,1000285,link,link 211,23.1773604,91.3198049,515.0000000000006
N1,1000286,link,link 212,23.172916,91.3205271,546.0000000000065
N1,1000287,bridge,bridge 75,23.1681382,91.3213604,13.999999999995794
N1,1000288,bridge,bridge 76,23.1680549,91.3213604,439.9999999999977
N1,1000289,link,link 213,23.1641389,91.3214993,792.0000000000016
N1,1000290,link,link 214,23.1571667,91.3224993,207.9999999999984
N1,1000291,link,link 215,23.1554167,91.3232771,631.9999999999908
N1,1000292,link,link 216,23.1496941,91.3254993,269.00000000000546
N1,1000293,link,link 217,23.1480274,91.3264993,99.00000000001796
N1,1000294,link,link 218,23.1471663,91.3266938,420.99999999999227
N1,1000295,link,link 219,23.1433886,91.326666,579.0000000000077
N1,1000296,link,link 220,23.1382219,91.3263049,102.00000000000387
N1,1000297,link,link 221,23.1374163,91.3264716,897.9999999999961
N1,1000298,link,link 222,23.1295827,91.3284993,69.99999999999318
N1,1000299,link,link 223,23.1290827,91.3287216,675.0000000000114
N1,1000300,link,link 224,23.1234993,91.3311382,254.99999999999545
N1,1000301,link,link 225,23.1213327,91.3320549,247.99999999999045
N1,1000302,link,link 226,23.1193049,91.3329993,27.999999999991587
N1,1000303,link,link 227,23.1191382,91.3330827,1000.0
N1,1000304,link,link 228,23.1113611,91.3378052,75.00000000001705
N1,1000305,link,link 229,23.1108056,91.3381386,719.9999999999989
N1,1000306,link,link 230,23.1051111,91.3413608,204.99999999998408
N1,1000307,link,link 231,23.1035,91.3422497,367.999999999995
N1,1000308,link,link 232,23.1005833,91.3437774,550.0000000000114
N1,1000309,link,link 233,23.0961941,91.3461108,81.99999999999363
N1,1000310,link,link 234,23.095583,91.3464441,688.0000000000166
N1,1000311,link,link 235,23.0901108,91.3494163,311.9999999999834
N1,1000312,link,link 236,23.0876108,91.3508889,344.99999999999886
N1,1000313,link,link 237,23.0849719,91.3524722,527.0000000000152
N1,1000314,bridge,bridge 77,23.0808049,91.3548611,16.999999999995907
N1,1000315,bridge,bridge 78,23.0806938,91.3549444,193.00000000001205
N1,1000316,link,link 238,23.0792493,91.3558333,765.9999999999911
N1,1000317,link,link 239,23.0732493,91.3594167,234.00000000000887
N1,1000318,link,link 240,23.0712493,91.3599722,274.99999999997726
N1,1000319,link,link 241,23.0688604,91.3607222,611.0000000000184
N1,1000320,link,link 242,23.0636944,91.3616389,18.000000000000682
N1,1000321,link,link 243,23.0635278,91.3616389,229.99999999998977
N1,1000322,link,link 244,23.0614722,91.3616667,882.000000000005
N1,1000323,link,link 245,23.0538611,91.3637222,500.0
N1,1000324,link,link 246,23.0479441,91.3651389,520.9999999999866
N1,1000325,link,link 247,23.0449719,91.3653611,195.99999999999795
N1,1000326,link,link 248,23.0427774,91.3654444,336.00000000001273
N1,1000327,link,link 249,23.0398052,91.3656111,467.9999999999893
N1,1000328,link,link 250,23.0360274,91.36575,735.0000000000136
N1,1000329,link,link 251,23.029416,91.3656389,287.00000000000614
N1,1000330,link,link 252,23.0269716,91.3655,239.99999999998067
N1,1000331,link,link 253,23.0248327,91.3655278,760.9999999999957
N1,1000332,link,link 254,23.0193604,91.3697771,151.00000000001046
N1,1000333,link,link 255,23.0185271,91.3708327,723.9999999999895
N1,1000334,link,link 256,23.0140833,91.3759716,125.0
N1,1000335,link,link 257,23.0132778,91.3769438,614.0000000000043
N1,1000336,link,link 258,23.0095556,91.3813604,1407.0000000000107
N1,1000337,link,link 259,23.0018889,91.3920552,1000.0
N1,1000338,link,link 260,22.9963886,91.3998052,85.00000000000796
N1,1000339,bridge,bridge 79,22.9961941,91.4005,22.999999999996135
N1,1000340,bridge,bridge 80,22.9960552,91.4006667,917.0000000000016
N1,1000341,link,link 261,22.9906941,91.4072222,447.9999999999791
N1,1000342,link,link 262,22.9877774,91.41,296.0000000000207
N1,1000343,link,link 263,22.9858886,91.4120556,256.0000000000002
N1,1000344,link,link 264,22.9842219,91.4137222,1050.9999999999877
N1,1000345,link,link 265,22.9774438,91.4205827,1000.0
N1,1000346,link,link 266,22.9711382,91.4273882,1000.0
N1,1000347,link,link 267,22.9663333,91.4356108,780.0000000000011
N1,1000348,bridge,bridge 81,22.9624167,91.4416941,109.00000000000887
N1,1000349,bridge,bridge 82,22.9618056,91.4424997,110.99999999999
N1,1000350,link,link 268,22.9611667,91.4433886,1043.0000000000064
N1,1000351,link,link 269,22.9561389,91.4517778,1000.0
N1,1000352,link,link 270,22.9514444,91.4600278,1012.0000000000005
N1,1000353,link,link 271,22.9479997,91.4689993,737.9999999999995
N1,1000354,link,link 272,22.9483608,91.4761382,262.00000000000045
N1,1000355,link,link 273,22.9484997,91.4786938,1008.0000000000098
N1,1000356,link,link 274,22.9497497,91.4883608,1000.0
N1,1000357,link,link 275,22.9497774,91.4980274,287.9999999999825
N1,1000358,bridge,bridge 83,22.9496663,91.5007778,211.00000000001273
N1,1000359,bridge,bridge 84,22.949583,91.5027778,508.99999999998613
N1,1000360,link,link 276,22.9482774,91.50725,618.9999999999998
N1,1000361,link,link 277,22.9439441,91.5108611,381.0000000000002
N1,1000362,link,link 278,22.940833,91.5124444,1000.0
N1,1000363,link,link 279,22.9329716,91.5172216,1000.0
N1,1000364,link,link 280,22.9248882,91.5213327,1000.0
N1,1000365,link,link 281,22.9167216,91.5253882,134.00000000001455
N1,1000366,bridge,bridge 85,22.9156667,91.5259438,227.99999999998022
N1,1000367,bridge,bridge 86,22.9138056,91.5268604,638.0000000000052
N1,1000368,link,link 282,22.9085833,91.5294993,463.99999999999864
N1,1000369,link,link 283,22.9046667,91.5314438,536.0000000000014
N1,1000370,link,link 284,22.9003333,91.5333608,82.99999999999841
N1,1000371,link,link 285,22.8994441,91.5336108,637.0000000000005
N1,1000372,link,link 286,22.8939997,91.5346941,112.99999999999955
N1,1000373,link,link 287,22.8929719,91.5350274,104.00000000001342
N1,1000374,link,link 288,22.8921663,91.5353052,62.99999999998818
N1,1000375,link,link 289,22.8916386,91.5354719,1000.0
N1,1000376,link,link 290,22.8829993,91.5381663,914.999999999992
N1,1000377,link,link 291,22.875166,91.5407219,85.00000000000796
N1,1000378,link,link 292,22.8744438,91.5409719,162.00000000000614
N1,1000379,link,link 293,22.8731382,91.5414441,556.0000000000116
N1,1000380,link,link 294,22.868416,91.5431663,281.99999999998226
N1,1000381,link,link 295,22.8661111,91.5439997,575.9999999999934
N1,1000382,link,link 296,22.86111772310757,91.54512584501992,177.00000000002092
N1,1000383,link,link 297,22.8595833,91.5454719,246.99999999998568
N1,1000384,link,link 298,22.8575556,91.5456386,164.99999999999204
N1,1000385,link,link 299,22.856,91.5457219,113.00000000002797
N1,1000386,link,link 300,22.8550556,91.545833,721.99999999998
N1,1000387,link,link 301,22.8486663,91.5463608,16.999999999995907
N1,1000388,bridge,bridge 87,22.8485274,91.5463886,10.000000000019327
N1,1000389,bridge,bridge 88,22.8484441,91.5464163,379.99999999999545
N1,1000390,link,link 302,22.8452219,91.5475274,240.0000000000091
N1,1000391,link,link 303,22.8432497,91.5482219,352.9999999999802
N1,1000392,link,link 304,22.8401941,91.5490552,313.99999999999295
N1,1000393,link,link 305,22.8372497,91.5492497,686.000000000007
N1,1000394,link,link 306,22.8313882,91.5503611,872.0000000000141
N1,1000395,link,link 307,22.8239438,91.5528333,127.9999999999859
N1,1000396,link,link 308,22.8228049,91.5531389,1000.0
N1,1000397,link,link 309,22.8141389,91.5555833,340.0000000000034
N1,1000398,link,link 310,22.8110556,91.5563889,406.0000000000059
N1,1000399,link,link 311,22.808,91.5579167,252.00000000000955
N1,1000400,link,link 312,22.8059722,91.5589167,1.999999999981128
N1,1000401,link,link 313,22.8059444,91.5589167,155.00000000000114
N1,1000402,link,link 314,22.8045833,91.5591111,844.9999999999989
N1,1000403,link,link 315,22.7974719,91.5613611,492.999999999995
N1,1000404,link,link 316,22.7934163,91.5633333,472.0000000000084
N1,1000405,link,link 317,22.7896108,91.5654444,34.99999999999659
N1,1000406,link,link 318,22.7893608,91.5655833,993.9999999999998
N1,1000407,bridge,bridge 89,22.7813327,91.5695271,6.000000000000227
N1,1000408,link,link 319,22.7812216,91.5695827,15.00000000001478
N1,1000409,bridge,bridge 90,22.7811382,91.5696382,485.99999999999
N1,1000410,link,link 320,22.7771104,91.5713327,474.9999999999943
N1,1000411,link,link 321,22.7732771,91.5733604,24.00000000000091
N1,1000412,link,link 322,22.7730271,91.5734716,468.9999999999941
N1,1000413,link,link 323,22.7693604,91.5756104,2.0000000000095497
N1,1000414,link,link 324,22.7661944,91.5779993,528.9999999999964
N1,1000415,link,link 325,22.7654722,91.5785549,453.00000000000296
N1,1000416,link,link 326,22.7621944,91.5811382,546.999999999997
N1,1000417,link,link 327,22.7585278,91.5845274,819.9999999999932
N1,1000418,bridge,bridge 91,22.7526389,91.5893608,23.000000000024556
N1,1000419,bridge,bridge 92,22.7525,91.5894719,156.99999999998226
